doc_id,sentence_nr,sentence,relation_types,arguments
OA-STM_028,326,We compare the region - deviation ratio for different quantization - based approximation algorithms .,All,"['ratio', 'the region - deviation']"
OA-STM_028,345,"In this section , we have conducted the simulation experiments to demonstrate the relationship between the admission control performance and the size of the distortion area .",All,"['relationship', 'the admission control performance', 'relationship', 'the size of the distortion area']"
OA-STM_028,348,We define the ratio of the number of the requests accepted to the total number of the incoming requests as the acceptance ratio .,All,"['ratio', 'the number of the requests accepted']"
OA-STM_028,349,"Denote Sopt as the acceptance ratio corresponding to the optimal feasible area Aopt and S as the acceptance ratio for an approximation algorithm with the approximate feasible area A. Similar to Korkmaz and Krunz (2001) , we define S / Sopt as the relative acceptance ratio which implies how well an algorithm works for the provision of the QoS guarantees .",All,"['ratio', 'the optimal feasible area Aopt and S', 'ratio', 'S', 'ratio', 'the optimal feasible area Aopt', 'ratio', 'the optimal feasible area Aopt and S', 'ratio', 'S', 'ratio', 'Sopt']"
OA-STM_028,367,"and (b) , we observe that the relative acceptance ratio with fu=0.9 is less than that with fu=1 .",All,"['ratio', 'fu=0.9']"
OA-STM_028,368,"The larger fu implies that more requests fall in the feasible region , and so , the relative acceptance ratio with larger fu is greater . .",All,"['ratio', 'larger fu']"
OA-STM_028,370,We would like to use the region - deviation ratio as the metric to evaluate the accuracy performance of an approximation algorithm .,All,"['ratio', 'the region - deviation']"
OA-STM_028,372,  Figure 8(a ) exhibits the relationship between the region - deviation ratios and the scaling parameter .,All,"['relationship', 'the region - deviation ratios', 'relationship', 'the scaling parameter']"
OA-STM_028,373,We can see that the region - deviation ratio for cost - scaling is the higher than that for two - dimensional scaling .,All,"['ratio', 'the region - deviation']"
OA-STM_028,374,"For each running time , there is a corresponding region - deviation ratio produced by algorithm .",All,"['ratio', 'deviation']"
OA-STM_028,375,"With the same running time , the lower the region - deviation ratio , the better the algorithm .",All,"['ratio', 'the better the algorithm']"
OA-STM_028,376,"Figure 8(c ) shows the region - deviation ratio of two - dimensional scaling is lower than that of cost - scaling , and so the proposed method outperforms cost - scaling .",All,"['ratio', 'two - dimensional scaling']"
OA-STM_028,383,Figure 9(c ) shows the region - deviation ratio of the algorithms against the running time .,All,"['ratio', 'the algorithms', 'ratio', 'the running time']"
OA-STM_028,390,Figures 10(a ) and 11(a ) show that the region - deviation ratio for two - dimensional scaling is less than half of that for cost - scaling .,All,"['ratio', 'the region - deviation']"
OA-STM_029,78,"By inserting a bnc - splitter in the connection between the timing box and the PIV camera , the timing box was also connected to the frame - grabbing board of the LIF computer .",All,"['connection', 'the timing box', 'connection', 'the PIV camera']"
OA-STM_029,86,"A target grid , secured inside a calibration cell , was positioned on the 1:10 slope so that it coincided with the Laser Sheet .",All,"['coincided', 'the Laser Sheet']"
OA-STM_029,199,The longer time gap between the time of bore arrival and the first velocity measurement explains why maximum uprush velocity at x=0.072 m appears to be lower than the maximum uprush velocity at locations higher up the beach .,All,"['gap', 'the first velocity measurement']"
OA-STM_029,254,"Higher up the slope , this difference between the TKE appears to all but disappear , however this is related to the later bore arrival at this location on the rougher slope .",All,"['difference', 'the TKE']"
OA-STM_029,257,TKE 〉 probably corresponds to a short period when dissipation is in balance with the bed - generated production .,All,"['balance', 'the bed - generated production']"
OA-STM_029,289,"(2010) , fitting to the six velocity measurements immediately above the bed and only accepting profiles with a 0.95 correlation between data and fit .",All,"['correlation', 'data', 'correlation', 'fit']"
OA-STM_029,294,The results from the 1.3 mm sand - rough beach show a good overall agreement between the momentum balance and the log law method .,All,"['agreement', 'the momentum balance', 'agreement', 'the log law method']"
OA-STM_029,305,"The bed shear stress is highest at the start of the uprush , although the maximum bed shear stress has not been captured because of the gap in time between bore arrival and first measurements of the velocities .",All,"['gap', 'bore arrival', 'gap', 'first measurements of the velocities']"
OA-STM_029,315,(2010) attributed the discrepancy between their measures of bed shear stress and those of Barnes et al .,All,"['discrepancy', 'their measures of bed shear stress', 'discrepancy', 'those of Barnes et al']"
OA-STM_029,355,"Low velocities , combined with the developing boundary layer , result in low values of friction factors .",All,"['combined', 'the developing boundary layer']"
OA-STM_030,8,"The synthesised CdS nanoparticles were characterised in the 5 - 40 nm range of a cubic crystalline structure , increasing in size with loading .",All,"['characterised', 'The synthesised CdS nanoparticles']"
OA-STM_030,13+14,"  The complimentary interaction of the porous polysaccharide ( starch)gel and the growing CdS inorganic phase and the resulting electrostatic repulsive forces generated materials with very high nanoparticle loadings , surprisingly high surface area , volumes and small CdS species .",All,"['interaction', 'the porous polysaccharide']"
OA-STM_030,50,Samples were prepared at the following Cd / MS weight ratios : CdS3 ( 0.01w / w ) ; CdS2 ( 0.10w / w ) ; and (D) CdS1 ( 1.00w / w ) .,All,"['ratios', 'Cd', 'ratios', 'weight']"
OA-STM_030,53,The Cd / S volume ratio employed was 1:5 .,All,"['ratio', 'Cd', 'ratio', 'S volume']"
OA-STM_030,126,"Given the N2 sorption isotherm profiles and corresponding pore size distributions , it potentially can be inferred that there exists a degree of complimentary , self - organisation and arrangement between the starch gel and forming phase CdS phase during synthesis resulting firstly in an increase in the overall textural "" quality "" in the final porous products .",All,"['arrangement', 'the starch gel']"
OA-STM_031,58,"Under such circumstances , we proposed a two - layer model to integrate the sMRI and fMRI data .",All,"['integrate', 'the sMRI']"
OA-STM_031,62,"This approach is able to combine as many types of data as possible , without worrying about the high dimensionality or overfitting .",All,"['combine', 'data']"
OA-STM_031,103,"Beyond the MRI data , our model will also permit integration from electrophysiologic imaging modalities such as evoked response potentials (ERP) , electroencephalography (EEG) , or magnetoencephalography (MEG) .",All,"['integration', 'electrophysiologic imaging modalities', 'such as evoked response potentials (ERP) , electroencephalography (EEG) , or magnetoencephalography (MEG)']"
OA-STM_031,127,"A strong correlation ( linear regression coefficient , R=0.88 ) was detected between the improvement in post - CI hearing threshold and the amount of activation in the A1 region before CI ( Patel et al . , 2007 ) .",All,"['correlation', 'linear regression coefficient', 'correlation', 'the improvement in post - CI hearing threshold', 'correlation', 'the amount of activation', 'in the A1 region', 'in the A1 region', 'in the A1 region before CI']"
OA-STM_031,160,"Exclusions included head circumference < 5 percentile or > 95 percentile , orthodontic or metallic implants that interfere with the MRI , abnormal brain pathology in the central auditory pathways .",All,"['interfere', 'orthodontic', 'interfere', 'orthodontic or metallic implants', 'interfere', 'the MRI', 'interfere', 'abnormal brain pathology', 'in the central auditory pathways', 'in the central auditory pathways']"
OA-STM_031,176+177,"  In the present study , all stimulus and control intervals were of equal duration(5s ) in a three - phase auditory paradigm consisting of speech , silence , and narrow band noise tones interleaved with acquisition periods of 6s during which 3 image volumes were obtained covering the whole brain .",All,"['interleaved', 'acquisition periods of 6s']"
OA-STM_031,195,"Therefore , alignments between anatomical images and functional images were not needed in preprocessing .",All,"['alignments', 'anatomical images', 'alignments', 'functional images']"
OA-STM_031,218,"According to our experimental results , the cube size 20×20×20 provides a good balance between speed and accuracy .",All,"['balance', 'speed', 'balance', 'accuracy']"
OA-STM_031,296,"We generated region - level features and proposed a novel approach to vectorize the contrast maps utilizing the "" bag - of - words "" strategy ( Sivic and Zisserman , 2009 ) ..",All,"['vectorize', 'the contrast maps']"
OA-STM_031,300,"As a result , the selected voxels were merged into a set of disjoint regions , each of which was defined as a region of interest (ROI) ( Dykstra , 1994 ; Pokrajac et al . , 2005 ) .",All,"['merged', 'the selected voxels']"
OA-STM_031,330,"Feature selection and model learningThe WEKA software package was utilized to select a subset of features that were highly correlated with class labels and uncorrelated with each other ( Hall , 1999 ) .",All,"['correlated', 'class labels', 'correlated', 'each other']"
OA-STM_031,331+332,"  The merit of a subset of features was measured as:(13)MSkrcf¯k+kk-1rff¯where rcf¯ was the mean correlation between class label and selected features , rff¯ was the mean correlation between two features , k was the number of features in subset S. Greedy hill - climbing augmented with a backtracking facility was applied to search through the space of feature subsets ( Dechter and Pearl , 1985 ) .",All,"['correlation', 'class label', 'correlation', 'selected features', 'correlation', 'two features']"
OA-STM_031,352,"Integrated modelTo combine the sMRI and fMRI data , we designed a two - layer classification model ( Fig . 4 ) .",All,"['combine', 'the sMRI', 'combine', 'fMRI data']"
OA-STM_031,400,Table 2 shows the relation between classification accuracy and the likelihood threshold .,All,"['relation', 'classification accuracy', 'relation', 'the likelihood threshold']"
OA-STM_031,409+410+411,"  We calculated a stability index as follows ( Kalousis et al . , 2007):(18)Simsisj = si∩sjsi∪sj(19)index=2cc-1∑i=1c-1∑j = c was the total number of rounds of feature selection , si and sj were two sets of features selected during two runs , |si∩sj| was the cardinality of the intersection between si and sj , and |si∪sj| was the cardinality of the union of si and sj .",All,"['intersection', 'si', 'intersection', 'sj', 'intersection', '|si∪sj|']"
OA-STM_031,415,"For example , two ROIs , e.g. one from the contrast speech vs. silence and the other from the contrast tones vs. silence , were significantly correlated with class labels , and meanwhile they were also highly correlated with each other .",All,"['correlated', 'silence', 'correlated', 'class labels', 'correlated', 'each other']"
OA-STM_033,73,"This fact can be easily proved directly , but we will give an alternative point of view based on a representation of the ring Int(Mn(Z ) ) as an intersection of pullbacks of Q[X ] , which turn out to be equal to a particular class of rings of integer - valued polynomials over algebraic integers .",All,"['intersection', 'pullbacks of Q[X']"
OA-STM_033,109,By the discussion above Pk has non - trivial intersection with On .,All,"['intersection', 'On']"
OA-STM_033,195+196,  This is another representation of the rings IntQ(An ) as an intersection of the rings .,All,"['intersection', 'the rings']"
OA-STM_033,240+241,"  If A⊆OK , n , where K is a given number field , next subsection gives a connection between ring of integral - valued polynomials over algebraic integers and rings of integer - valued polynomials over integral matrices ..",All,"['connection', 'ring of integral - valued polynomials over algebraic integers']"
OA-STM_033,251,"In this way , by (5) above , every ring of integer - valued polynomial over matrices with prescribed characteristic polynomial can be represented as an intersection of pullbacks of Q[X ] of the above kind .",All,"['intersection', 'pullbacks of Q[X']"
OA-STM_033,278,Proofs of Theorems 1.2 and 3.2The connection between rings of integral - valued polynomials and rings of integer - valued polynomials over matrices is given by Corollary 3.1 and (7) .,All,"['connection', 'rings of integral - valued polynomials']"
OA-STM_033,279,"Notice that the two rings Z[α ] and Z[Cpα ] are isomorphic , since both are isomorphic to Z[X]/(pα(X)).We may now represent the rings of integer - valued polynomials over a set of matrices MnP(Z ) , P a subset of Pnirr , as an intersection of the pullback rings Rα , where α ranges through the set of roots of the polynomials in P.",All,"['intersection', 'the pullback rings Rα']"
OA-STM_034,0,Al molar ratios of sediments in various sedimentary environments are used to explain sediment transportation from source regions to sink areas .,All,"['ratios', 'Al molar']"
OA-STM_034,2,Ti / Al molar ratios of sediments are controlled by those of parent soils or rocks .,All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'molar']"
OA-STM_034,4,Sedimentary Ti / Al molar ratios in sink areas such as lakes and pelagic environments are lower than those in source regions .,All,"['ratios', 'Sedimentary Ti', 'ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,5,"In this study , for the Changjiang River , Huanghe River , and Kaoping River , Ti / Al molar ratios decline considerably from downstream to estuary environments .",All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'molar']"
OA-STM_034,6,"Additionally , well sorted aeolian sands have extremely low Ti / Al molar ratios in northern China .",All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'molar']"
OA-STM_034,7,The Ti / Al molar ratios of aerosol particles found in Taiwan and the East China Sea show reduced ratios as a result of Asia Dust Storm episodes .,All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'Al molar']"
OA-STM_034,8,"Furthermore , lower Ti / Al molar ratios in deep ocean sediments were discovered by tracing the distribution of sedimentary Ti / Al molar ratios in the South China Sea .",All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'Al molar', 'ratios', 'Al molar', 'ratios', 'Al molar']"
OA-STM_034,10,  The closer estuary with relatively higher Ti / Al ratio would lead increase of .,All,"['ratio', 'Al']"
OA-STM_034,11,Ti / Al molar ratios in deep sea sediments .,All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,12,"In this study , Ti / Al molar ratio is promoted as a new proxy to help with understanding changes in sedimentary environments .",All,"['ratio', 'Ti', 'ratio', 'Al molar']"
OA-STM_034,13,This study involves the spatial distribution of Ti / Al molar ratios in terrestrial and marine sediments in China and Taiwan .,All,"['ratios', 'Ti', 'ratios', 'Al', 'ratios', 'Al molar']"
OA-STM_034,14,"The Ti / Al molar ratios of land soils and outcrops tend to be higher than those on fluvial , estuary , lake and marine sediments .",All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,15,Al molar ratios fall in the range 3.06 and 3.77 in northern China and 2.43 - 2.80 in lake sediments .,All,"['ratios', 'Al molar']"
OA-STM_034,16,The Ti / Al molar ratios in the Kaoping River drainage range from 2.50 to 3.89 in fluvial sediments and 2.73 to 3.94 in surface soils .,All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,18,Al molar ratios between 2.40 and 2.94 .,All,"['ratios', 'Al molar']"
OA-STM_034,19,The Ti / Al molar ratio is highly controlled by the transportation process through gravity fractionation .,All,"['ratio', 'Ti', 'ratio', 'Al molar']"
OA-STM_034,20,"Using Ti / Al molar ratios as a proxy is suitable for a large scale , but this method may only shows mixed effect under the sedimentary sources changes .",All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,21,Our results for Ti / Al molar ratios from aeolian source are different to other research .,All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'molar']"
OA-STM_034,22,Declining Ti / Al molar ratios in aerosol particles may be indicative of strong Asian dust storm episodes .,All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,25,Ti / Al molar ratios in deep marine cores ( MD012390 and KCES-1 ) from the southern SCS and Japan Sea .,All,"['ratios', 'Ti', 'ratios', 'Al', 'ratios', 'Al molar']"
OA-STM_034,27,"Lower Ti / Al molar ratios appear in interglacial periods , and higher Ti / Al molar ratios appear for glacial periods .",All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,28,The core MD012390 in southern SCS displays a well correlation between Ti / Al molar ratios and the sea level changes .,All,"['correlation', 'Ti / Al molar ratios', 'correlation', 'the sea level changes']"
OA-STM_034,29,"Therefore , we conclude that in some cases , Ti / Al molar ratio may be useful proxy for checking aeolian events and sea level changes .",All,"['ratio', 'Ti', 'ratio', 'Al molar']"
OA-STM_034,30+31,"  Al molar ratio as an indicator of environmental changesFigshows the spatial 100Ti / Al molar ratios of surface sediments , outcrops , aeolian sands , and fluvial sediments .",All,"['ratio', 'Al molar', 'ratio', 'molar', 'ratios', 'Al molar']"
OA-STM_034,32,2 presents 100Ti / Al molar ratios in sink areas like lake and marine environments .,All,"['ratios', '100Ti', 'ratios', 'Al molar', 'ratios', 'molar']"
OA-STM_034,37,"In the Changjiang River , Huanghe River , and Kaoping River , Ti / Al molar ratios decline considerably from downstream to estuary ( Figs . 1 and 3 ) .",All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'molar']"
OA-STM_034,38,This study also finds that Ti / Al molar ratios of deep sea sediments in the SCS are lower than those in shallow sea environments ( Fig . 2 ) .,All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,55,/Al molar ratio as being a better proxy as it avoids dilution effects from bio - sources in sediments ..,All,"['ratio', '/Al molar']"
OA-STM_034,57,"SeaAs mentioned , Ti / Al molar ratios declined abruptly in estuary to shore environments .",All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'molar']"
OA-STM_034,59,We checked sedimentary Ti / Al molar ratios from a semi - closed basin off a marginal sea to understand whether sedimentary Ti / Al ratios correspond to sea level change .,All,"['ratios', 'sedimentary Ti', 'ratios', 'Al molar', 'ratios', 'sedimentary Ti', 'ratios', 'Al', 'ratios', 'sedimentary Ti', 'ratios', 'Al molar', 'ratios', 'sedimentary Ti', 'ratios', 'Al']"
OA-STM_034,61,Core data of MD012390 in the southern SCS and KCES-1 in the Japan Sea reveal higher Ti / Al molar ratios for glacial periods and lower ratios for interglacial periods ( Fig . 4b ) .,All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,63+64,"  Similarly , the data from ODP1144 in the northern SCS show lower Ti / Al molar ratios in interglacial periods(Wei et al . , 2003 , 2007 ; Fig . 4c ) .",All,"['ratios', 'Al molar']"
OA-STM_034,65,"(2003) on ODP1144 suggested that lower Ti / Al ratios were due to strong chemical weathering , but our result does not agree with their interpretation .",All,"['ratios', 'Al']"
OA-STM_034,67,"It suggests that higher Ti / Al ratios , not lower Ti / Al ratios , occurred in interglacial periods under more intensive chemical weathering conditions .",All,"['ratios', 'Al', 'ratios', 'Ti', 'ratios', 'Al', 'ratios', 'Al', 'ratios', 'Al']"
OA-STM_034,68,"A question worth exploring is why lower Ti / Al molar ratios appear in interglacial periods , and higher Ti / Al molar ratios appear for glacial periods .",All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,70,"Ti / Al ratios increased in marginal sea sediments , especially in the closed basin .",All,"['ratios', 'Ti', 'ratios', 'Al']"
OA-STM_034,77,"Generally , the core MD012390 in southern SCS displays a well correlation between Ti / Al molar ratios and the sea level changes .",All,"['correlation', 'Ti / Al molar ratios', 'correlation', 'the sea level changes']"
OA-STM_034,79,"In a case from the Central Okinawa Trough , Ti / Al molar ratios reflect changes in sedimentary sources ( Chen et al . , 2011 ) .",All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,83,"The Ti / Al molar ratios of ODP1144 can not directly reflect sea level change , because sediments of ODP1144 may reflect the impact of source changes .",All,"['ratios', 'Ti']"
OA-STM_034,96,"This study examines whether Ti / Al molar ratio can help identify aeolian episodes in recent climate research , and also reconstruct sea level changes in a closed oceanic basin .",All,"['ratio', 'Ti', 'ratio', 'Al molar']"
OA-STM_034,99,"Through these processes of carefully examining , interpreting , and demonstrating how Ti is distributed over East Asia as well as diagnosing the role of gravity fractionation of heavy minerals in the transportation process , we hope to show that the Ti / Al ratio can act as a proxy for tracing sedimentary transportation processes , especially in tracing aeolian events and sea level changes in East Asia .",All,"['ratio', 'the Ti', 'ratio', 'Al']"
OA-STM_034,121,"The sediments derived from mafic rocks can lead to higher Ti / Al ratios , because the parent mafic rock typically contains high Ti / Al molar ratios then other rocks ( Chen et al . , 2011 ) .",All,"['ratios', 'Al', 'ratios', 'Ti', 'ratios', 'Al', 'ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,122,"Data show that most 100Ti / Al molar ratios fall between 3 and 4 , except those at Sites 8 and 18 .",All,"['ratios', 'Al molar']"
OA-STM_034,124,Al molar ratios fall between 3.06 and 3.77 for northern China ( Table 1 ) .,All,"['ratios', 'Al molar']"
OA-STM_034,126,Large variation in Taiwan 's Ti / Al molar ratios may be caused by compositional differences in parent soils .,All,"['ratios', 'Ti']"
OA-STM_034,127+128,"  In Section 4.3 , an investigation of the Kaoping River system shows how Ti / Al molar ratios are distributed in parent soils and fluvial sediments(Fig . 3 ) .. Sink areas - lakes and marine environmentsWe have sampled lake and marine core sediments in Taiwan and Inner Mongolia ( Fig . 2 ) as well as their surrounding surface soils ( Fig . 1 ) .",All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,129,"  The 100Ti / Al molar ratios from lake cores ( Sites a and b ) and lacustrine sediments ( Sites 2 and 3 ) of Inner Mongolia range from 2.43 to 2.80 ; however , the ratios are relatively high ranging between 2.81 and 4.00 in Taiwan lakes ( Sites c , d , e , and f ; .",All,"['ratios', 'Al molar', 'ratios', 'Al molar']"
OA-STM_034,130,  The results of Ti / Al molar ratios show that most of the lake sediments ( Fig . 2 ) have lower Ti / Al ratios than the surface sediments of dry land ( 100Ti / Al=3.06 - 3.77 ) .,All,"['ratios', 'Al', 'ratios', 'Ti', 'ratios', 'Al']"
OA-STM_034,132,"Moreover , drainage areas in Taiwan lakes are smaller than those in the lakes of Inner Mongolia , suggesting that the higher Ti / Al molar ratios of Taiwan lakes ( 2.81 and 4.00 ) may result from shorter transportation distances during sediment movement or different parent sources .",All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,133+134,"  In deep marine cores ( Sites g - j ) located in the Okhostsk Sea , Okinawa Trough , and South China Sea(SCS ) ( from north to south along the marginal seas off East Asia ) , the mean values of 100Ti / Al molar ratios fall between 2.40 and 2.94 ( Table 1 ) .",All,"['ratios', 'Al molar']"
OA-STM_034,138,"This plot depicts the spatial distribution of 100Ti / Al molar ratios in lake and marine cores , and marine surface sediments .",All,"['ratios', '100Ti', 'ratios', 'Al molar']"
OA-STM_034,140,  Ti / Al molar ratios than shallower ones in SCS .,All,"['ratios', 'Al molar']"
OA-STM_034,145,The trend of Ti / Al molar ratios declines from the upper reaches to the downstream of the rivers ( Fig . 1 ) .,All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,147,"From estuary environments ( HR3 and CR3 ; Yang et al . , 2003 ) to shore environments ( CR4 - 9 ; Chen et al . , 2004 ) , the 100Ti / Al molar ratio drops from 3.29 to 1.33 in the case of the Changjiang drainage area .",All,"['ratio', 'Al molar']"
OA-STM_034,149+150+151+152,"  In the case of the Kaoping River 's drainage , Ti / Al molar ratios range between 2.50 and 3.89 in fluvial sediments ( Fig . 3a ) , and between 2.73 and 3.94 in surface soils 3a , the Ti / Al molar ratios of fluvial sediments(Fig . 3a ) are derived from those of nearby soils ( Fig . 3b ) .",All,"['ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'Al molar', 'ratios', 'Ti', 'ratios', 'Al molar', 'ratios', 'Al molar']"
OA-STM_034,153,"Al molar ratios are congruent between fluvial sediments and parent soils ; i.e. , higher Ti / Al molar ratios in parent soils accompany higher Ti / Al molar ratios in fluvial sediments .",All,"['ratios', 'Al molar', 'ratios', 'fluvial sediments', 'ratios', 'parent soils', 'congruent', 'fluvial sediments', 'congruent', 'parent soils']"
OA-STM_034,154,This result implies that the Ti / Al molar ratio of fluvial sediments is controlled by parent soils .,All,"['ratio', 'Al molar']"
OA-STM_034,156,  Ti / Al molar ratios than those of surface soils ( Fig ..,All,"['ratios', 'Al molar']"
OA-STM_034,161+162+163,"  Al molar ratio in aerosol particlesIn this study , the two samples of aeolian sand ( Site 9 and Site 16 ) have very low 100Ti / Al molar ratios at 1.45 and 1.58(see stars in Fig . 1 and grey row in Table 1 ) .",All,"['ratio', 'molar', 'ratios', 'molar']"
OA-STM_034,164,The 100Ti / Al molar ratios of aeolian sands are much lower than those of lake sediments and outcrops in situ .,All,"['ratios', 'Al molar']"
OA-STM_034,168,"Recalculating data on the aerosol particles , collected in the East China Sea and Taiwan ( Table 3 ) , gives results consistent with a decrease in Ti / Al molar ratios during Asian Dust Storm episodes ( Hsu et al . , 2004 , 2010 ) .",All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,174,Ti / Al molar ratios in Taiwan during Asian Dust Storm episodes .,All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_034,177+178+179+180,"  The research material covers : (1) land surface , aeolian , and fluvial sediments across China and Taiwan ( Fig . 1 ) ; (2) lake cores in northern China and Taiwan , and marine cores in the marginal seas off China and ; (3) surface soils and fluvial sediments along the Kaoping River drainage system ( Fig . 3).In Table 1 , molar ratios in sediments .",All,"['ratios', 'molar']"
OA-STM_034,204,It lists the molar ratios of 100Ti / Al from river sediments at the Changjiang River ( longest river ) and the Huanghe River ( second longest river ) in the East Asia region ( Fig . 1 ) .,All,"['ratios', 'molar', 'ratios', 'the Huanghe River']"
OA-STM_034,205,Some samples containing Ti / Al ratios were collected from shore and marine sediments in the marginal seas off China ( Fig . 2 ) .,All,"['ratios', 'Ti', 'ratios', 'Al']"
OA-STM_034,210,"In this case , we sampled fluvial sediments from the headwater of the upper reaches through the trunk of the river to its downstream reaches ( Fig . 3a ) ; and further we compared the Ti / Al molar ratios in parent soils and those in fluvial sediments .",All,"['ratios', 'Ti', 'ratios', 'Al molar']"
OA-STM_037,4,"However , manual optimisation is difficult due to legal site constraints , nonlinear interactions of the turbine wakes , and the cubic dependence of the power on the flow speed .",All,"['interactions', 'the turbine wakes']"
OA-STM_037,14,"It fully accounts for the nonlinear interactions between the geometry , the turbines , and the flow throughout the optimisation .",All,"['interactions', 'the turbines', 'interactions', 'the flow', 'interactions', 'the flow throughout the optimisation']"
OA-STM_037,15,"The use of gradient - based optimisation algorithms combined with the adjoint technique enables the use of physically - realistic flow models , even for a large number of turbines .",All,"['optimisation', 'the adjoint technique']"
OA-STM_037,18,"The algorithm was first applied to the optimisation of four idealised scenarios , both to demonstrate the capability of the method and to build physical intuition .",All,"['optimisation', 'four idealised scenarios']"
OA-STM_037,30,"Additionally , in scenario 3 we optimise for the positions and the tuning of the individual turbines .",All,"['optimise', 'the positions', 'optimise', 'the tuning of the individual turbines']"
OA-STM_037,129,"To demonstrate this capability , the layout optimisation of a farm in a semi - idealised geometry modelled on the Inner Sound of the Pentland Firth ( Fig . 11a ) was conducted on the Stampede supercomputer .",All,"['optimisation', 'a farm']"
OA-STM_037,133,"The discretised domain consists of a regular mesh in the turbine site area with 2 m element size , and an unstructured mesh elsewhere with element sizes ranging from 1.5 to 200 m.",All,"['mesh', 'element sizes', 'ranging from 1.5 to 200 m.']"
OA-STM_037,157,The spur length is chosen such that the majority of streamlines only intersect with two rows of turbines ( Fig . 14c and d).We hypothesise that these structures serve the following functions:•The main purpose of the southern and northern walls is to funnel the flow into and retain the flow inside the site boundary .,All,"['intersect', 'two rows of turbines']"
OA-STM_037,173,"However , the determination of the optimal configuration is difficult because of the complex flow interactions between turbines and the fact that the power output depends sensitively on the flow velocity at the turbine positions .",All,"['interactions', 'turbines']"
OA-STM_037,181,"While this approach can provide a coarse estimate for the power potential of a site , these simplified models can not accurately capture the complex nonlinear flow interactions between turbines .",All,"['interactions', 'turbines']"
OA-STM_037,193,"In this paper , the power extracted by an array configuration is predicted using a two - dimensional nonlinear shallow water model , which captures the interactions between the geometry , the turbines , and the flow .",All,"['interactions', 'the turbines', 'interactions', 'the flow']"
OA-STM_037,202,"For example , in Section 6 , an array of 256 turbines is optimised in a realistic domain at an approximate cost of 200 flow solutions .",All,"['optimised', 'an array of 256 turbines']"
OA-STM_037,209,"For example , Bilbao and Alba [ 3 ] used a genetic algorithm that mimics the process of natural evolution to optimise the location of 8 wind turbines .",All,"['optimise', 'the location of 8 wind turbines']"
OA-STM_037,225,"This allows for the extremely rapid development of optimally efficient adjoint models , which significantly reduces the development effort required to implement gradient - based optimisation algorithms for PDE - constrained optimisation problems [ 13].To the best of our knowledge , this paper presents the first application of the adjoint method to the optimisation of turbine arrays .",All,"['optimisation', 'turbine arrays']"
OA-STM_037,226,"While the examples are shown in the marine context , it is expected that the presented techniques can also be applied to the optimisation of wind farms .",All,"['optimisation', 'wind farms']"
OA-STM_037,233,[ 43 ] applied particle swarm optimisation on an analytical wake model to optimise the location of 39 wind turbines and showed that this approach can yield better optimal solutions than genetic algorithms .,All,"['optimise', 'the location of 39 wind turbines']"
OA-STM_037,238,Few publications solve the layout problem with gradient - based optimisation algorithms .,All,"['optimisation', 'gradient - based optimisation algorithms']"
OA-STM_037,239,Lackner and Elkinton [ 27 ] optimised the position of two wind turbines by applying a gradient - based optimisation algorithm to a simplified energy production model with an analytical expression .,All,"['optimisation', 'a simplified energy production model']"
